Doc Id,Sentence Id,Time Expression Id,End Offset,Is Time Expression,Lemma Stanford,Lowercase Lemma Stanford,Lowercase Token,POS Tag Stanford,Pos,Start Offset,Time Expression Id.1,Time Expression Type,Time Expression Value,Token,Token Id Doc,Token Id Sent,Token POS,Lemma POS
wsj_0768,19,t199,41,1,last week,last week,last week,JJ NN,JJ NN,32,t199,B-DATE,1989-WXX,last week,470 471,7 8,last-JJ week-NN,last-JJ week-NN
wsj_0768,19,t201,78,1,week,week,week,NN,NN,74,t201,B-DATE,1989-WXX,week,479,16,week-NN,week-NN
wsj_0768,19,t200,99,1,last month,last month,last month,JJ NN,JJ NN,89,t200,B-DATE,1989-09,last month,481 482,18 19,last-JJ month-NN,last-JJ month-NN
wsj_0768,23,t2332,72,1,every month,every month,every month,DT NN,DT NN,61,t2332,B-SET,P1M,every month,598 599,14 15,every-DT month-NN,every-DT month-NN
wsj_0768,23,t204,97,1,the last three year,the last three year,the last three years,DT JJ CD NNS,DT JJ CD NN,77,t204,B-DURATION,P3Y,the last three years,601 602 603 604,17 18 19 20,the-DT last-JJ three-CD years-NN,the-DT last-JJ three-CD year-NN
wsj_0768,23,t205,117,1,this month,this month,this month,DT NN,DT NN,107,t205,B-DATE,1989-10,this month,607 608,23 24,this-DT month-NN,this-DT month-NN
wsj_0768,24,t206,103,1,early September,early september,early september,JJ NNP,JJ NN,88,t206,B-DATE,1989-09,early September,628 629,18 19,early-JJ september-NN,early-JJ september-NN
wsj_0768,24,t210,152,1,Friday Oct. 13,friday oct. 13,friday oct. 13,NNP NNP CD,NN NN CD,138,t210,B-DATE,1989-10-13,Friday Oct. 13,638 639 640,28 29 30,friday-NN oct.-NN 13-CD,friday-NN oct.-NN 13-CD
wsj_0768,26,t211,12,1,now,now,now,RB,RB,9,t211,B-DATE,PRESENT_REF,now,667,3,now-RB,now-RB
wsj_0768,27,t213,116,1,the past two month,the past two month,the past two months,DT JJ CD NNS,DT JJ CD NN,97,t213,B-DURATION,P2M,the past two months,697 698 699 700,21 22 23 24,the-DT past-JJ two-CD months-NN,the-DT past-JJ two-CD month-NN
wsj_0768,28,t214,143,1,this year,this year,this year,DT NN,DT NN,134,t214,B-DATE,1989,this year,726 727,25 26,this-DT year-NN,this-DT year-NN
wsj_0768,28,t216,158,1,August,august,august,NNP,NN,152,t216,B-DATE,1989-08,August,729,28,august-NN,august-NN
wsj_0768,29,t217,19,1,the last two month,the last two month,the last two months,DT JJ CD NNS,DT JJ CD NN,0,t217,B-DURATION,P2M,The last two months,732 733 734 735,1 2 3 4,the-DT last-JJ two-CD months-NN,the-DT last-JJ two-CD month-NN
wsj_0768,30,t1997,51,1,this year,this year,this year,DT NN,DT NN,42,t1997,B-DATE,1989,this year,758 759,7 8,this-DT year-NN,this-DT year-NN
wsj_0768,31,t1998,15,1,Oct. 19,oct. 19,oct. 19,NNP CD,NN CD,8,t1998,B-DATE,1989-10-19,Oct. 19,773 774,2 3,oct.-NN 19-CD,oct.-NN 19-CD
wsj_0768,33,t2000,49,1,this year,this year,this year,DT NN,DT NN,40,t2000,B-DATE,1989,this year,828 829,9 10,this-DT year-NN,this-DT year-NN
wsj_0768,33,t2001,65,1,Oct. 19,oct. 19,oct. 19,NNP CD,NN CD,58,t2001,B-DATE,1989-10-19,Oct. 19,831 832,12 13,oct.-NN 19-CD,oct.-NN 19-CD
wsj_0768,34,t2003,35,1,now,now,now,RB,RB,32,t2003,B-DATE,PRESENT_REF,now,861,7,now-RB,now-RB
wsj_0768,35,t2004,37,1,recent week and month,recent week and month,recent weeks and months,JJ NNS CC NNS,JJ NN CC NN,14,t2004,B-DATE,PAST_REF,recent weeks and months,877 878 879 880,4 5 6 7,recent-JJ weeks-NN and-CC months-NN,recent-JJ week-NN and-CC month-NN
wsj_0778,3,t233,100,1,last June,last june,last june,JJ NNP,JJ NN,91,t233,B-DATE,1989-06,last June,110 111,17 18,last-JJ june-NN,last-JJ june-NN
wsj_0778,8,t234,118,1,soon,soon,soon,RB,RB,114,t234,B-DATE,FUTURE_REF,soon,305,22,soon-RB,soon-RB
wsj_0778,10,t235,101,1,this week,this week,this week,DT NN,DT NN,92,t235,B-DATE,1989-WXX,this week,360 361,15 16,this-DT week-NN,this-DT week-NN
wsj_0778,11,t236,78,1,recent,recent,recent,JJ,JJ,72,t236,B-DATE,PAST_REF,recent,393,15,recent-JJ,recent-JJ
wsj_0778,17,t237,32,1,last month,last month,last month,JJ NN,JJ NN,22,t237,B-DATE,1989-09,last month,558 559,5 6,last-JJ month-NN,last-JJ month-NN
wsj_0778,18,t238,171,1,a three-year period,a three-year period,a three-year period,DT JJ NN,DT JJ NN,152,t238,B-DURATION,P3Y,a three-year period,608 609 610,32 33 34,a-DT three-year-JJ period-NN,a-DT three-year-JJ period-NN
wsj_0778,21,t240,95,1,1985,1985,1985,CD,CD,91,t240,B-DATE,1985,1985,690,21,1985-CD,1985-CD
wsj_0778,21,t241,104,1,1987,1987,1987,CD,CD,100,t241,B-DATE,1987,1987,692,23,1987-CD,1987-CD
wsj_0781,1,t278,251,1,sometime next year,sometime next year,sometime next year,RB JJ NN,RB JJ NN,233,t278,B-DATE,1990-XX-XX,sometime next year,81 82 83,46 47 48,sometime-RB next-JJ year-NN,sometime-RB next-JJ year-NN
wsj_0781,2,t279,25,1,last week,last week,last week,JJ NN,JJ NN,16,t279,B-DATE,1989-WXX,last week,88 89,4 5,last-JJ week-NN,last-JJ week-NN
wsj_0781,3,t280,9,1,Friday,friday,friday,NNP,NN,3,t280,B-DATE,1989-10-27,Friday,116,2,friday-NN,friday-NN
wsj_0781,6,t281,27,1,last week,last week,last week,JJ NN,JJ NN,18,t281,B-DATE,1989-WXX,last week,196 197,3 4,last-JJ week-NN,last-JJ week-NN
wsj_0781,6,t282,100,1,early next year,early next year,early next year,JJ JJ NN,JJ JJ NN,85,t282,B-DATE,1990,early next year,210 211 212,17 18 19,early-JJ next-JJ year-NN,early-JJ next-JJ year-NN
wsj_0781,11,t283,134,1,yesterday,yesterday,yesterday,NN,NN,125,t283,B-DATE,1989-10-26,yesterday,312,26,yesterday-NN,yesterday-NN
wsj_0781,11,t284,307,1,Wednesday,wednesday,wednesday,NNP,NN,298,t284,B-DATE,1989-10-25,Wednesday,341,55,wednesday-NN,wednesday-NN
wsj_0781,12,t285,9,1,yesterday,yesterday,yesterday,NN,NN,0,t285,B-DATE,1989-10-26,Yesterday,343,1,yesterday-NN,yesterday-NN
wsj_0781,13,t1000,64,1,third-quarter,third-quarter,third-quarter,JJ,JJ,51,t1000,B-DATE,1989-Q3,third-quarter,378,11,third-quarter-JJ,third-quarter-JJ
wsj_0781,14,t286,90,1,next week,next week,next week,JJ NN,JJ NN,81,t286,B-DATE,1989-WXX,next week,406 407,14 15,next-JJ week-NN,next-JJ week-NN
wsj_0781,24,t287,17,1,late September,late september,late september,JJ NNP,JJ NN,3,t287,B-DATE,1989-09,late September,600 601,2 3,late-JJ september-NN,late-JJ september-NN
wsj_0781,25,t288,57,1,Monday,monday,monday,NNP,NN,51,t288,B-DATE,1989-10-23,Monday,632,9,monday-NN,monday-NN
wsj_0781,28,t289,95,1,Nov. 6,nov. 6,nov. 6,NNP CD,NN CD,89,t289,B-DATE,1989-11-06,Nov. 6,703 704,18 19,nov.-NN 6-CD,nov.-NN 6-CD
wsj_0781,34,t1001,193,1,several year,several year,several years,JJ NNS,JJ NN,180,t1001,B-DURATION,PXY,several years,867 868,32 33,several-JJ years-NN,several-JJ year-NN
wsj_0781,35,t291,19,1,last April,last april,last april,JJ NNP,JJ NN,9,t291,B-DATE,1989-04,last April,871 872,2 3,last-JJ april-NN,last-JJ april-NN
wsj_0781,44,t292,163,1,early next year,early next year,early next year,RB JJ NN,RB JJ NN,148,t292,B-DATE,1990,early next year,1104 1105 1106,23 24 25,early-RB next-JJ year-NN,early-RB next-JJ year-NN
wsj_0781,47,t293,93,1,the next few year,the next few year,the next few years,DT JJ JJ NNS,DT JJ JJ NN,75,t293,B-DURATION,PXY,the next few years,1161 1162 1163 1164,15 16 17 18,the-DT next-JJ few-JJ years-NN,the-DT next-JJ few-JJ year-NN
wsj_0786,4,t91,53,1,month,month,months,NNS,NN,47,t91,B-DURATION,PXM,months,110,8,months-NN,month-NN
wsj_0786,5,t93,10,1,January,january,january,NNP,NN,3,t93,B-DATE,1989-01,January,117,2,january-NN,january-NN
wsj_0786,6,t96,10,1,a few day,a few day,a few days,DT JJ NNS,DT JJ NN,0,t96,B-DURATION,PXD,A few days,146 147 148,1 2 3,a-DT few-JJ days-NN,a-DT few-JJ day-NN
wsj_0786,7,t97,8,1,March,march,march,NNP,NN,3,t97,B-DATE,1989-03,March,174,2,march-NN,march-NN
wsj_0786,10,t98,19,1,the follow month,the follow month,the following month,DT VBG NN,DT VB NN,0,t98,B-DATE,1989-04,The following month,236 237 238,1 2 3,the-DT following-VB month-NN,the-DT follow-VB month-NN
wsj_0786,13,t99,105,1,early this month,early this month,early this month,RB DT NN,RB DT NN,89,t99,B-DATE,1989-10,early this month,310 311 312,17 18 19,early-RB this-DT month-NN,early-RB this-DT month-NN
wsj_0786,15,t100,68,1,yesterday,yesterday,yesterday,NN,NN,59,t100,B-DATE,1989-10-26,yesterday,354,10,yesterday-NN,yesterday-NN
wsj_0791,1,t46,145,1,the past two quarter,the past two quarter,the past two quarters,DT JJ CD NNS,DT JJ CD NN,124,t46,B-DURATION,P2Q,the past two quarters,45 46 47 48,20 21 22 23,the-DT past-JJ two-CD quarters-NN,the-DT past-JJ two-CD quarter-NN
wsj_0791,2,t47,94,1,recently,recently,recently,RB,RB,86,t47,B-DATE,PAST_REF,recently,71,22,recently-RB,recently-RB
wsj_0791,3,t48,9,1,yesterday,yesterday,yesterday,NN,NN,0,t48,B-DATE,1989-10-26,Yesterday,73,1,yesterday-NN,yesterday-NN
wsj_0791,8,t49,156,1,the beginning of October,the beginning of october,the beginning of october,DT NN IN NNP,DT NN IN NN,132,t49,B-DATE,1989-10,the beginning of October,201 202 203 204,25 26 27 28,the-DT beginning-NN of-IN october-NN,the-DT beginning-NN of-IN october-NN
wsj_0798,3,t50,25,1,Nov. 9,nov. 9,nov. 9,NNP CD,NN CD,19,t50,B-DATE,1989-11-09,Nov. 9,107 108,5 6,nov.-NN 9-CD,nov.-NN 9-CD
wsj_0798,6,t51,56,1,currently,currently,currently,RB,RB,47,t51,B-DATE,PRESENT_REF,currently,148,10,currently-RB,currently-RB
wsj_0798,8,t52,82,1,Oct. 31,oct. 31,oct. 31,NNP CD,NN CD,75,t52,B-DATE,1989-10-31,Oct. 31,206 207,15 16,oct.-NN 31-CD,oct.-NN 31-CD
wsj_0798,9,t53,67,1,yesterday,yesterday,yesterday,NN,NN,58,t53,B-DATE,1989-10-26,yesterday,226,11,yesterday-NN,yesterday-NN
wsj_0798,10,t1000,178,1,annually,annually,annually,RB,RB,170,t1000,B-SET,XXXX,annually,257,30,annually-RB,annually-RB
wsj_0805,0,t14,67,1,today,today,today,NN,NN,62,t14,B-DATE,1989-10-27,today,11,11,today-NN,today-NN
wsj_0805,0,t77,152,1,later this year,later this year,later this year,RBR DT NN,RB DT NN,137,t77,B-DATE,1989-11-01,later this year,25 26 27,25 26 27,later-RB this-DT year-NN,later-RB this-DT year-NN
wsj_0805,1,t69,92,1,the third quarter of 1984,the third quarter of 1984,the third quarter of 1984,DT JJ NN IN CD,DT JJ NN IN CD,67,t69,B-DATE,1984-Q3,the third quarter of 1984,41 42 43 44 45,13 14 15 16 17,the-DT third-JJ quarter-NN of-IN 1984-CD,the-DT third-JJ quarter-NN of-IN 1984-CD
wsj_0805,2,t15,40,1,third-quarter,third-quarter,third-quarter,JJ,JJ,27,t15,B-DATE,1989-Q3,third-quarter,60,6,third-quarter-JJ,third-quarter-JJ
wsj_0805,2,t21,144,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,134,t21,B-DATE,1988-Q3,a year ago,85 86 87,31 32 33,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0806,4,t23,26,1,currently,currently,currently,RB,RB,17,t23,B-DATE,PRESENT_REF,currently,108,3,currently-RB,currently-RB
wsj_0810,4,t153,163,1,Tuesday,tuesday,tuesday,NNP,NN,156,t153,B-DATE,1989-10-31,Tuesday,169,31,tuesday-NN,tuesday-NN
wsj_0810,7,t157,42,1,1989,1989,1989,CD,CD,38,t157,B-DATE,1989,1989,222,7,1989-CD,1989-CD
wsj_0810,7,t162,190,1,last year,last year,last year,JJ NN,JJ NN,181,t162,B-DATE,1988,last year,247 248,32 33,last-JJ year-NN,last-JJ year-NN
wsj_0810,9,t163,91,1,this year,this year,this year,DT NN,DT NN,82,t163,B-DATE,1989,this year,291 292,15 16,this-DT year-NN,this-DT year-NN
wsj_0810,9,t167,99,1,last,last,last,JJ,JJ,95,t167,B-DATE,1988,last,294,18,last-JJ,last-JJ
wsj_0810,10,t169,99,1,next year,next year,next year,JJ NN,JJ NN,90,t169,B-DATE,1990,next year,312 313,17 18,next-JJ year-NN,next-JJ year-NN
wsj_0810,11,t173,42,1,the past 20 year,the past 20 year,the past 20 years,DT JJ CD NNS,DT JJ CD NN,25,t173,B-DURATION,P20Y,the past 20 years,319 320 321 322,5 6 7 8,the-DT past-JJ 20-CD years-NN,the-DT past-JJ 20-CD year-NN
wsj_0810,15,t1994,124,1,1987,1987,1987,CD,CD,120,t1994,B-DATE,1987,1987,457,19,1987-CD,1987-CD
wsj_0810,15,t1995,142,1,now,now,now,RB,RB,139,t1995,B-DATE,PRESENT_REF,now,462,24,now-RB,now-RB
wsj_0810,22,t2003,19,1,Monday,monday,monday,NNP,NN,13,t2003,B-DATE,1989-10-23,Monday,605,3,monday-NN,monday-NN
wsj_0810,24,t2011,185,1,July 1,july 1,july 1,NNP CD,NN CD,179,t2011,B-DATE,1989-07-01,July 1,685 686,33 34,july-NN 1-CD,july-NN 1-CD
wsj_0810,24,t2012,239,1,this year,this year,this year,DT NN,DT NN,230,t2012,B-DATE,1989,this year,694 695,42 43,this-DT year-NN,this-DT year-NN
wsj_0811,1,t42,82,1,"Nov. 1 , 2004","nov. 1 , 2004","nov. 1 , 2004","NNP CD , CD","NN CD , CD",69,t42,B-DATE,2004-11-01,"Nov. 1 , 2004",34 35 36 37,16 17 18 19,"nov.-NN 1-CD ,-, 2004-CD","nov.-NN 1-CD ,-, 2004-CD"
wsj_0811,8,t45,35,1,yesterday,yesterday,yesterday,NN,NN,26,t45,B-DATE,1989-10-26,yesterday,167,4,yesterday-NN,yesterday-NN
wsj_0816,4,t176,43,1,third-quarter,third-quarter,third-quarter,JJ,JJ,30,t176,B-DATE,1989-Q3,third-quarter,84,5,third-quarter-JJ,third-quarter-JJ
wsj_0816,4,t95,140,1,yesterday,yesterday,yesterday,NN,NN,131,t95,B-DATE,1989-10-26,yesterday,100,21,yesterday-NN,yesterday-NN
wsj_0816,5,t99,181,1,Wednesday,wednesday,wednesday,NNP,NN,172,t99,B-DATE,1989-10-25,Wednesday,129,28,wednesday-NN,wednesday-NN
wsj_0816,6,t100,15,1,later yesterday,later yesterday,later yesterday,RB NN,RB NN,0,t100,B-DATE,1989-10-26,Later yesterday,131 132,1 2,later-RB yesterday-NN,later-RB yesterday-NN
wsj_0816,6,t103,154,1,the third quarter,the third quarter,the third quarter,DT JJ NN,DT JJ NN,137,t103,B-DATE,1989-Q3,the third quarter,155 156 157,25 26 27,the-DT third-JJ quarter-NN,the-DT third-JJ quarter-NN
wsj_0816,7,t104,34,1,third-quarter,third-quarter,third-quarter,JJ,JJ,21,t104,B-DATE,1989-Q3,third-quarter,161,3,third-quarter-JJ,third-quarter-JJ
wsj_0816,9,t110,80,1,yesterday,yesterday,yesterday,NN,NN,71,t110,B-DATE,1989-10-26,yesterday,207,15,yesterday-NN,yesterday-NN
wsj_0816,10,t112,85,1,the third quarter,the third quarter,the third quarter,DT JJ NN,DT JJ NN,68,t112,B-DATE,1989-Q3,the third quarter,233 234 235,13 14 15,the-DT third-JJ quarter-NN,the-DT third-JJ quarter-NN
wsj_0816,10,t116,261,1,the fourth quarter,the fourth quarter,the fourth quarter,DT JJ NN,DT JJ NN,243,t116,B-DATE,1989-Q4,the fourth quarter,259 260 261,39 40 41,the-DT fourth-JJ quarter-NN,the-DT fourth-JJ quarter-NN
wsj_0816,15,t121,99,1,come week,come week,coming weeks,VBG NNS,VB NN,87,t121,B-DURATION,PXW,coming weeks,368 369,15 16,coming-VB weeks-NN,come-VB week-NN
wsj_0816,20,t500,33,1,30-year,30-year,30-year,JJ,JJ,26,t500,B-DURATION,P30Y,30-year,421,5,30-year-JJ,30-year-JJ
wsj_0816,23,t130,122,1,Wednesday,wednesday,wednesday,NNP,NN,113,t130,B-DATE,1989-10-25,Wednesday,463,22,wednesday-NN,wednesday-NN
wsj_0816,24,t131,92,1,Wednesday,wednesday,wednesday,NNP,NN,83,t131,B-DATE,1989-10-25,Wednesday,481,17,wednesday-NN,wednesday-NN
wsj_0904,0,t106,77,1,the third quarter,the third quarter,the third quarter,DT JJ NN,DT JJ NN,60,t106,B-DATE,1989-Q3,the third quarter,13 14 15,13 14 15,the-DT third-JJ quarter-NN,the-DT third-JJ quarter-NN
wsj_0904,1,t58,127,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,113,t58,B-DATE,1988-Q3,a year earlier,65 66 67,29 30 31,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0904,3,t64,18,1,the latest quarter,the latest quarter,the latest quarter,DT JJS NN,DT JJ NN,0,t64,B-DATE,1989-Q3,The latest quarter,82 83 84,1 2 3,the-DT latest-JJ quarter-NN,the-DT latest-JJ quarter-NN
wsj_0904,4,t68,23,1,the nine month,the nine month,the nine months,DT CD NNS,DT CD NN,8,t68,B-DURATION,P9M,the nine months,142 143 144,3 4 5,the-DT nine-CD months-NN,the-DT nine-CD month-NN
wsj_0904,4,t72,127,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,113,t72,B-DATE,1988-Q3,a year earlier,170 171 172,31 32 33,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0904,6,t247,36,1,the year-earlier nine month,the year-earlier nine month,the year-earlier nine months,DT JJ CD NNS,DT JJ CD NN,8,t247,B-DURATION,P9M,the year-earlier nine months,189 190 191 192,3 4 5 6,the-DT year-earlier-JJ nine-CD months-NN,the-DT year-earlier-JJ nine-CD month-NN
wsj_0904,7,t82,105,1,third-quarter,third-quarter,third-quarter,JJ,JJ,92,t82,B-DATE,1989-Q3,third-quarter,232,16,third-quarter-JJ,third-quarter-JJ
wsj_0904,7,t83,252,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,238,t83,B-DATE,1988-Q3,a year earlier,257 258 259,41 42 43,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0904,8,t86,32,1,the next couple of year,the next couple of year,the next couple of years,DT JJ NN IN NNS,DT JJ NN IN NN,8,t86,B-DURATION,P2Y,the next couple of years,263 264 265 266 267,3 4 5 6 7,the-DT next-JJ couple-NN of-IN years-NN,the-DT next-JJ couple-NN of-IN year-NN
wsj_0904,9,t87,24,1,the third quarter,the third quarter,the third quarter,DT JJ NN,DT JJ NN,7,t87,B-DATE,1989-Q3,the third quarter,295 296 297,2 3 4,the-DT third-JJ quarter-NN,the-DT third-JJ quarter-NN
wsj_0904,11,t91,54,1,yesterday,yesterday,yesterday,NN,NN,45,t91,B-DATE,1989-10-25,yesterday,352,8,yesterday-NN,yesterday-NN
wsj_0907,0,t22,62,1,third-quarter,third-quarter,third-quarter,JJ,JJ,49,t22,B-DATE,1989-Q3,third-quarter,9,9,third-quarter-JJ,third-quarter-JJ
wsj_0907,1,t60,27,1,the year-earlier quarter,the year-earlier quarter,the year-earlier quarter,DT JJ NN,DT JJ NN,3,t60,B-DATE,1988-Q3,the year-earlier quarter,27 28 29,2 3 4,the-DT year-earlier-JJ quarter-NN,the-DT year-earlier-JJ quarter-NN
wsj_0907,2,t26,120,1,the latest quarter,the latest quarter,the latest quarter,DT JJS NN,DT JJ NN,102,t26,B-DATE,1989-Q3,the latest quarter,79 80 81,20 21 22,the-DT latest-JJ quarter-NN,the-DT latest-JJ quarter-NN
wsj_0907,3,t31,73,1,June 1989,june 1989,june 1989,NNP CD,NN CD,64,t31,B-DATE,1989-06,June 1989,99 100,11 12,june-NN 1989-CD,june-NN 1989-CD
wsj_0918,0,t139,39,1,third-quarter,third-quarter,third-quarter,JJ,JJ,26,t139,B-DATE,1989-Q3,third-quarter,6,6,third-quarter-JJ,third-quarter-JJ
wsj_0918,0,t128,81,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,71,t128,B-DATE,1988-Q3,a year ago,14 15 16,14 15 16,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0918,5,t140,26,1,the year-earlier period,the year-earlier period,the year-earlier period,DT JJ NN,DT JJ NN,3,t140,B-DATE,1988-Q3,the year-earlier period,164 165 166,2 3 4,the-DT year-earlier-JJ period-NN,the-DT year-earlier-JJ period-NN
wsj_0918,6,t141,27,1,the latest quarter,the latest quarter,the latest quarter,DT JJS NN,DT JJ NN,9,t141,B-DATE,1989-Q3,the latest quarter,183 184 185,3 4 5,the-DT latest-JJ quarter-NN,the-DT latest-JJ quarter-NN
wsj_0918,7,t148,53,1,this year,this year,this year,DT NN,DT NN,44,t148,B-DATE,1989,this year,207 208,9 10,this-DT year-NN,this-DT year-NN
wsj_0918,8,t151,173,1,several month,several month,several months,JJ NNS,JJ NN,159,t151,B-DURATION,PXM,several months,258 259,33 34,several-JJ months-NN,several-JJ month-NN
wsj_0918,8,t152,203,1,current,current,current,JJ,JJ,196,t152,B-DATE,PRESENT_REF,current,264,39,current-JJ,current-JJ
wsj_0918,8,t153,221,1,April,april,april,NNP,NN,216,t153,B-DATE,1989-04,April,267,42,april-NN,april-NN
wsj_0918,10,t157,180,1,a year,a year,a year,DT NN,DT NN,174,t157,B-SET,P1Y,a year,316 317,31 32,a-DT year-NN,a-DT year-NN
wsj_0918,12,t160,113,1,yesterday,yesterday,yesterday,NN,NN,104,t160,B-DATE,1989-10-25,yesterday,370,22,yesterday-NN,yesterday-NN
wsj_0918,14,t163,51,1,the latest quarter,the latest quarter,the latest quarter,DT JJS NN,DT JJ NN,33,t163,B-DATE,1989-Q3,the latest quarter,395 396 397,8 9 10,the-DT latest-JJ quarter-NN,the-DT latest-JJ quarter-NN
wsj_0918,14,t164,159,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,145,t164,B-DATE,1988-Q3,a year earlier,415 416 417,28 29 30,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0918,18,t181,167,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,157,t181,B-DATE,1988-Q3,a year ago,561 562 563,32 33 34,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0918,20,t190,88,1,earlier in the year,earlier in the year,earlier in the year,RBR IN DT NN,RB IN DT NN,69,t190,B-DATE,1989,earlier in the year,607 608 609 610,14 15 16 17,earlier-RB in-IN the-DT year-NN,earlier-RB in-IN the-DT year-NN
wsj_0918,20,t193,148,1,the third quarter,the third quarter,the third quarter,DT JJ NN,DT JJ NN,131,t193,B-DATE,1989-Q3,the third quarter,619 620 621,26 27 28,the-DT third-JJ quarter-NN,the-DT third-JJ quarter-NN
wsj_0918,22,t200,50,1,the quarter,the quarter,the quarter,DT NN,DT NN,39,t200,B-DATE,1989-Q3,the quarter,661 662,7 8,the-DT quarter-NN,the-DT quarter-NN
wsj_0918,25,t729,19,1,the nine month,the nine month,the nine months,DT CD NNS,DT CD NN,4,t729,B-DURATION,P9M,the nine months,716 717 718,2 3 4,the-DT nine-CD months-NN,the-DT nine-CD month-NN
wsj_0918,25,t219,135,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,121,t219,B-DATE,1988-Q3,a year earlier,747 748 749,33 34 35,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0918,27,t220,43,1,Dec. 14,dec. 14,dec. 14,NNP CD,NN CD,36,t220,B-DATE,1989-12-14,Dec. 14,770 771,7 8,dec.-NN 14-CD,dec.-NN 14-CD
wsj_0918,27,t221,72,1,Nov. 15,nov. 15,nov. 15,NNP CD,NN CD,65,t221,B-DATE,1989-11-15,Nov. 15,776 777,13 14,nov.-NN 15-CD,nov.-NN 15-CD
wsj_0918,28,t225,108,1,January,january,january,NNP,NN,101,t225,B-DATE,1990-01,January,799,21,january-NN,january-NN
wsj_0918,28,t229,137,1,Dec. 21,dec. 21,dec. 21,NNP CD,NN CD,130,t229,B-DATE,1989-12-21,Dec. 21,804 805,26 27,dec.-NN 21-CD,dec.-NN 21-CD
wsj_0924,1,t24,44,1,Aug. 9,aug. 9,aug. 9,NNP CD,NN CD,38,t24,B-DATE,1989-08-09,Aug. 9,20 21,7 8,aug.-NN 9-CD,aug.-NN 9-CD
wsj_0924,3,t34,94,1,then current,then current,then current,RB JJ,RB JJ,82,t34,B-DATE,PAST_REF,then current,70 71,17 18,then-RB current-JJ,then-RB current-JJ
wsj_0924,4,t36,165,1,the fiscal-first quarter,the fiscal-first quarter,the fiscal-first quarter,DT JJ NN,DT JJ NN,141,t36,B-DATE,1989-Q1,the fiscal-first quarter,114 115 116,27 28 29,the-DT fiscal-first-JJ quarter-NN,the-DT fiscal-first-JJ quarter-NN
wsj_0924,4,t38,180,1,Sept. 30,sept. 30,sept. 30,NNP CD,NN CD,172,t38,B-DATE,1989-09-30,Sept. 30,118 119,31 32,sept.-NN 30-CD,sept.-NN 30-CD
wsj_0924,5,t42,88,1,a year ago,a year ago,a year ago,DT NN RB,DT NN RB,78,t42,B-DATE,1988-Q1,a year ago,139 140 141,19 20 21,a-DT year-NN ago-RB,a-DT year-NN ago-RB
wsj_0924,6,t43,65,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,51,t43,B-DATE,1988-Q1,a year earlier,152 153 154,10 11 12,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
wsj_0927,1,t89,66,1,Feb. 1,feb. 1,feb. 1,NNP CD,NN CD,60,t89,B-DATE,1990-02-01,Feb. 1,41 42,13 14,feb.-NN 1-CD,feb.-NN 1-CD
wsj_0927,9,t95,19,1,recently,recently,recently,RB,RB,11,t95,B-DATE,PAST_REF,recently,210,3,recently-RB,recently-RB
wsj_0927,11,t97,50,1,now,now,now,RB,RB,47,t97,B-DATE,PRESENT_REF,now,250,10,now-RB,now-RB
wsj_0927,14,t98,9,1,quarterly,quarterly,quarterly,JJ,JJ,0,t98,B-DURATION,P3M,Quarterly,306,1,quarterly-JJ,quarterly-JJ
wsj_0927,14,t99,30,1,this year,this year,this year,DT NN,DT NN,21,t99,B-DATE,1989,this year,309 310,4 5,this-DT year-NN,this-DT year-NN
wsj_0927,14,t104,77,1,1988,1988,1988,CD,CD,73,t104,B-DATE,1988,1988,318,13,1988-CD,1988-CD
wsj_0927,14,t2194,116,1,1987,1987,1987,CD,CD,112,t2194,B-DATE,1987,1987,326,21,1987-CD,1987-CD
wsj_0927,15,t111,29,1,this year `s third quarter,this year `s third quarter,this year `s third quarter,DT NN POS JJ NN,DT NN POS JJ NN,3,t111,B-DATE,1989-Q3,this year `s third quarter,330 331 332 333 334,2 3 4 5 6,this-DT year-NN `s-POS third-JJ quarter-NN,this-DT year-NN `s-POS third-JJ quarter-NN
wsj_0927,15,t112,156,1,a year earlier,a year earlier,a year earlier,DT NN RBR,DT NN RB,142,t112,B-DATE,1988-Q3,a year earlier,363 364 365,35 36 37,a-DT year-NN earlier-RB,a-DT year-NN earlier-RB
