Doc Id,Sentence Id,Event Id,Aspect,End Offset,Event Class,Is Event,Lemma Stanford,Lowercase Lemma Stanford,Lowercase Token,POS Tag Stanford,Polarity,Pos,Start Offset,Tense,Token,Token Id Doc,Token Id Sent,Token POS,Lemma POS
wsj_0923,2,e11,NONE,15,B-OCCURRENCE,1,transaction,transaction,transaction,NN,POS,NN,4,NONE,transaction,50,2,transaction-NN,transaction-NN
wsj_1033,4,e19,NONE,55,B-OCCURRENCE,1,transaction,transaction,transaction,NN,POS,NN,44,NONE,transaction,117,10,transaction-NN,transaction-NN
APW19980501.0480,7,e155,NONE,75,B-OCCURRENCE,1,transaction,transaction,transactions,NNS,POS,NN,63,NONE,transactions,244,9,transactions-NN,transaction-NN
wsj_0586,24,e120,NONE,103,B-OCCURRENCE,1,transaction,transaction,transactions,NNS,POS,NN,91,NONE,transactions,621,17,transactions-NN,transaction-NN
APW20000405.0276,8,e19,NONE,87,B-OCCURRENCE,1,transfer,transfer,transfer,VB,NEG,VB,79,PAST,transfer,251,16,transfer-VB,transfer-VB
APW20000405.0276,9,e24,NONE,156,B-OCCURRENCE,1,transfer,transfer,transfer,VB,NEG,VB,148,INFINITIVE,transfer,288,25,transfer-VB,transfer-VB
NYT20000403.0463,2,e7,NONE,44,B-OCCURRENCE,1,transfer,transfer,transfer,VB,NEG,VB,36,FUTURE,transfer,82,9,transfer-VB,transfer-VB
NYT20000406.0002,5,e16,NONE,110,B-OCCURRENCE,1,transfer,transfer,transfer,VB,NEG,VB,102,INFINITIVE,transfer,204,18,transfer-VB,transfer-VB
APW19980911.0475,10,e28,NONE,120,B-OCCURRENCE,1,transfer,transfer,transferred,VBN,POS,VB,109,PAST,transferred,267,20,transferred-VB,transfer-VB
wsj_0768,12,e63,PERFECTIVE,57,B-OCCURRENCE,1,transfer,transfer,transferred,VBN,POS,VB,46,PRESENT,transferred,328,8,transferred-VB,transfer-VB
wsj_0768,20,e86,NONE,41,B-OCCURRENCE,1,transfer,transfer,transferred,VBN,POS,VB,30,PAST,transferred,496,8,transferred-VB,transfer-VB
wsj_0768,28,e119,NONE,50,B-OCCURRENCE,1,transfer,transfer,transferred,VBN,POS,VB,39,PAST,transferred,709,8,transferred-VB,transfer-VB
wsj_0768,2,e169,NONE,147,B-OCCURRENCE,1,transfer,transfer,transfers,NNS,POS,NN,138,NONE,transfers,99,32,transfers-NN,transfer-NN
APW19980501.0480,1,e17,NONE,226,B-OCCURRENCE,1,transform,transform,transform,VB,POS,VB,217,INFINITIVE,transform,54,37,transform-VB,transform-VB
APW19980501.0480,8,e145,NONE,130,B-OCCURRENCE,1,transform,transform,transform,VB,POS,VB,121,INFINITIVE,transform,291,22,transform-VB,transform-VB
APW19980227.0494,22,e119,NONE,208,B-OCCURRENCE,1,transition,transition,transition,NN,POS,NN,198,NONE,transition,594,31,transition-NN,transition-NN
NYT20000406.0002,8,e69,NONE,168,B-OCCURRENCE,1,transition,transition,transition,NN,NEG,NN,158,NONE,transition,298,34,transition-NN,transition-NN
wsj_0187,5,e45,NONE,66,B-OCCURRENCE,1,transition,transition,transition,NN,POS,NN,56,NONE,transition,128,10,transition-NN,transition-NN
wsj_0575,2,e16,NONE,82,B-OCCURRENCE,1,transition,transition,transition,NN,POS,NN,72,NONE,transition,74,15,transition-NN,transition-NN
VOA19980331.1700.1533,16,e75,NONE,153,B-OCCURRENCE,1,transplant,transplant,transplants,NNS,POS,NN,142,NONE,transplants,431,23,transplants-NN,transplant-NN
APW20000403.0057,5,e20,NONE,66,B-OCCURRENCE,1,transport,transport,transport,NN,NEG,NN,57,PRESENT,transport,178,12,transport-NN,transport-NN
APW19980911.0475,11,e31,NONE,90,B-OCCURRENCE,1,transport,transport,transported,VBN,POS,VB,79,PAST,transported,291,15,transported-VB,transport-VB
NYT20000105.0325,17,e50,NONE,105,B-OCCURRENCE,1,transport,transport,transported,VBN,NEG,VB,94,PAST,transported,565,20,transported-VB,transport-VB
WSJ910225-0066,16,e466,NONE,156,B-OCCURRENCE,1,trap,trap,trap,NN,POS,NN,152,INFINITIVE,trap,438,26,trap-NN,trap-NN
AP900815-0044,23,e146,NONE,79,B-STATE,1,trap,trap,trapped,VBN,POS,VB,72,PASTPART,trapped,650,12,trapped-VB,trap-VB
AP900816-0139,7,e37,NONE,79,B-STATE,1,trap,trap,trapped,VBN,POS,VB,72,PAST,trapped,269,12,trapped-VB,trap-VB
APW19980808.0022,0,e2,NONE,133,B-OCCURRENCE,1,trapping,trapping,trapping,NN,POS,NN,125,PRESPART,trapping,23,23,trapping-NN,trapping-NN
APW20000115.0031,11,e104,NONE,164,B-OCCURRENCE,1,travel,travel,travel,NN,NEG,NN,158,NONE,travel,400,27,travel-NN,travel-NN
APW20000403.0057,0,e5,NONE,182,B-OCCURRENCE,1,travel,travel,travel,VB,NEG,VB,176,INFINITIVE,travel,34,34,travel-VB,travel-VB
APW20000405.0276,14,e43,NONE,135,B-OCCURRENCE,1,travel,travel,travel,VB,NEG,VB,129,INFINITIVE,travel,440,23,travel-VB,travel-VB
CNN19980213.2130.0155,13,e82,NONE,120,B-OCCURRENCE,1,travel,travel,travel,VB,POS,VB,114,INFINITIVE,travel,342,18,travel-VB,travel-VB
NYT20000105.0325,19,e56,NONE,97,B-OCCURRENCE,1,travel,travel,travel,VB,NEG,VB,91,INFINITIVE,travel,634,18,travel-VB,travel-VB
NYT20000329.0359,7,e31,NONE,106,B-OCCURRENCE,1,travel,travel,travel,VB,NEG,VB,100,PAST,travel,301,20,travel-VB,travel-VB
NYT20000330.0406,14,e42,NONE,175,B-OCCURRENCE,1,travel,travel,travel,VB,NEG,VB,169,INFINITIVE,travel,437,31,travel-VB,travel-VB
NYT20000330.0406,18,e52,NONE,33,B-OCCURRENCE,1,travel,travel,travel,VB,NEG,VB,27,PAST,travel,533,5,travel-VB,travel-VB
NYT20000403.0463,13,e36,NONE,109,B-OCCURRENCE,1,travel,travel,travel,VB,NEG,VB,103,PAST,travel,357,21,travel-VB,travel-VB
NYT20000403.0463,26,e76,NONE,135,B-OCCURRENCE,1,travel,travel,travel,VB,NEG,VB,129,INFINITIVE,travel,684,24,travel-VB,travel-VB
NYT20000406.0002,0,e3,NONE,122,B-OCCURRENCE,1,travel,travel,travel,VB,NEG,VB,116,INFINITIVE,travel,24,24,travel-VB,travel-VB
VOA19980331.1700.1533,5,e34,NONE,223,B-OCCURRENCE,1,travel,travel,travel,VB,NEG,VB,217,NONE,travel,149,40,travel-VB,travel-VB
XIE19990227.0171,6,e15,NONE,19,B-OCCURRENCE,1,travel,travel,travel,VB,POS,VB,13,FUTURE,travel,154,4,travel-VB,travel-VB
APW19990607.0041,25,e90,PERFECTIVE,52,B-OCCURRENCE,1,travel,travel,traveled,VBN,POS,VB,44,PAST,traveled,676,10,traveled-VB,travel-VB
APW20000405.0276,7,e16,NONE,140,B-OCCURRENCE,1,travel,travel,traveled,VBD,NEG,VB,132,PAST,traveled,224,26,traveled-VB,travel-VB
NYT19981120.0362,7,e24,NONE,74,B-OCCURRENCE,1,travel,travel,traveled,VBD,POS,VB,66,PAST,traveled,205,10,traveled-VB,travel-VB
NYT19981120.0362,10,e30,PERFECTIVE,25,B-OCCURRENCE,1,travel,travel,traveled,VBN,POS,VB,17,PRESENT,traveled,246,5,traveled-VB,travel-VB
NYT20000601.0442,26,e74,NONE,19,B-OCCURRENCE,1,travel,travel,traveled,VBD,NEG,VB,11,PAST,traveled,700,3,traveled-VB,travel-VB
AP900815-0044,42,e225,PROGRESSIVE,134,B-OCCURRENCE,1,travel,travel,traveling,VBG,POS,VB,125,NONE,traveling,1061,28,traveling-VB,travel-VB
APW20000405.0276,4,e9,PROGRESSIVE,175,B-OCCURRENCE,1,travel,travel,traveling,VBG,NEG,VB,166,NONE,traveling,133,30,traveling-VB,travel-VB
NYT19990419.0515,5,e28,PERFECTIVE_PROGRESSIVE,179,B-OCCURRENCE,1,travel,travel,traveling,VBG,POS,VB,170,PAST,traveling,191,32,traveling-VB,travel-VB
APW19980213.1310,5,e21,NONE,25,B-OCCURRENCE,1,travesty,travesty,travesty,NN,POS,NN,17,NONE,travesty,121,6,travesty-NN,travesty-NN
NYT20000224.0173,16,e151,NONE,90,B-OCCURRENCE,1,treachery,treachery,treachery,NN,NEG,NN,81,NONE,treachery,431,15,treachery-NN,treachery-NN
wsj_0927,24,e132,NONE,34,B-STATE,1,treasurer,treasurer,treasurer,NN,POS,NN,25,NONE,treasurer,528,5,treasurer-NN,treasurer-NN
NYT19981121.0173,4,e17,NONE,44,B-OCCURRENCE,1,treat,treat,treat,VB,POS,VB,39,PRESENT,treat,135,9,treat-VB,treat-VB
APW19980810.0907,3,e4,NONE,82,B-OCCURRENCE,1,treat,treat,treated,VBN,POS,VB,75,PAST,Treated,93,16,treated-VB,treat-VB
NYT20000424.0319,7,e18,NONE,21,B-OCCURRENCE,1,treat,treat,treated,VBN,NEG,VB,14,PAST,treated,219,3,treated-VB,treat-VB
NYT20000424.0319,14,e31,NONE,115,B-OCCURRENCE,1,treat,treat,treated,VBN,NEG,VB,108,PAST,treated,365,20,treated-VB,treat-VB
VOA19980331.1700.1533,7,e44,NONE,40,B-OCCURRENCE,1,treat,treat,treated,VBN,POS,VB,33,PRESENT,treated,199,6,treated-VB,treat-VB
NYT20000106.0007,17,e45,PROGRESSIVE,22,B-OCCURRENCE,1,treat,treat,treating,VBG,NEG,VB,14,NONE,treating,468,4,treating-VB,treat-VB
NYT20000424.0319,2,e5,PROGRESSIVE,187,B-OCCURRENCE,1,treat,treat,treating,VBG,NEG,VB,179,PAST,treating,102,34,treating-VB,treat-VB
wsj_0026,0,e25,NONE,68,B-STATE,1,treatment,treatment,treatment,NN,POS,NN,59,NONE,treatment,10,10,treatment-NN,treatment-NN
wsj_0026,2,e29,NONE,63,B-STATE,1,treatment,treatment,treatment,NN,POS,NN,54,NONE,treatment,74,9,treatment-NN,treatment-NN
wsj_0026,4,e31,NONE,114,B-STATE,1,treatment,treatment,treatment,NN,POS,NN,105,NONE,treatment,114,20,treatment-NN,treatment-NN
NYT19980206.0460,6,e2018,NONE,78,B-OCCURRENCE,1,trend,trend,trend,NN,POS,NN,73,NONE,trend,152,15,trend-NN,trend-NN
wsj_0768,4,e170,NONE,140,B-OCCURRENCE,1,trend,trend,trend,NN,POS,NN,135,NONE,trend,146,23,trend-NN,trend-NN
wsj_1003,2,e310,NONE,51,B-STATE,1,trend,trend,trend,NN,POS,NN,46,NONE,trend,78,7,trend-NN,trend-NN
APW19980227.0476,0,e1997,NONE,156,B-OCCURRENCE,1,trial,trial,trial,NN,POS,NN,151,NONE,trial,28,28,trial-NN,trial-NN
APW19980227.0476,1,e1999,NONE,187,B-OCCURRENCE,1,trial,trial,trial,NN,POS,NN,182,NONE,trial,81,36,trial-NN,trial-NN
APW19980911.0475,6,e46,NONE,90,B-OCCURRENCE,1,trial,trial,trial,NN,POS,NN,85,NONE,trial,190,17,trial-NN,trial-NN
APW19990206.0090,1,e9,NONE,148,B-OCCURRENCE,1,trial,trial,trial,NN,POS,NN,143,NONE,trial,65,29,trial-NN,trial-NN
APW19991008.0151,0,e29,NONE,214,B-OCCURRENCE,1,trial,trial,trial,NN,POS,NN,209,NONE,trial,40,40,trial-NN,trial-NN
wsj_0778,9,e90,NONE,167,B-OCCURRENCE,1,trial,trial,trial,NN,POS,NN,162,NONE,trial,344,29,trial-NN,trial-NN
wsj_0778,24,e188,NONE,132,B-OCCURRENCE,1,trial,trial,trial,NN,POS,NN,127,NONE,trial,762,22,trial-NN,trial-NN
ABC19980120.1830.0957,1,e2,PERFECTIVE,69,B-I_ACTION,1,try,try,tried,VBN,POS,VB,64,PRESENT,tried,26,14,tried-VB,try-VB
ABC19980120.1830.0957,8,e22,PERFECTIVE,121,B-I_ACTION,1,try,try,tried,VBD,POS,VB,116,PRESENT,tried,123,27,tried-VB,try-VB
NYT19980206.0466,3,e19,NONE,185,B-I_ACTION,1,try,try,tried,VBD,POS,VB,180,PAST,tried,181,33,tried-VB,try-VB
NYT19981025.0216,4,e15,NONE,33,B-I_ACTION,1,try,try,tried,VBD,POS,VB,28,PAST,tried,96,7,tried-VB,try-VB
NYT19990312.0271,45,e195,PERFECTIVE,38,B-I_ACTION,1,try,try,tried,VBN,POS,VB,33,PAST,tried,1392,7,tried-VB,try-VB
NYT20000329.0359,0,e6,NONE,265,B-I_ACTION,1,try,try,tried,VBD,NEG,VB,260,PAST,tried,44,44,tried-VB,try-VB
wsj_0575,34,e177,PERFECTIVE,79,B-I_ACTION,1,try,try,tried,VBN,POS,VB,74,PAST,tried,832,14,tried-VB,try-VB
WSJ900813-0157,20,e134,NONE,33,B-I_ACTION,1,try,try,tried,VBD,POS,VB,28,PAST,tried,666,6,tried-VB,try-VB
WSJ900813-0157,21,e147,NONE,25,B-I_ACTION,1,try,try,tried,VBD,POS,VB,20,PAST,tried,708,5,tried-VB,try-VB
ABC19980114.1830.0611,8,e22,NONE,37,B-I_ACTION,1,try,try,tries,VBZ,POS,VB,32,PRESENT,tries,140,6,tries-VB,try-VB
NYT20000224.0173,29,e73,NONE,75,B-ASPECTUAL,1,trigger,trigger,triggered,VBN,NEG,VB,66,PAST,triggered,773,14,triggered-VB,trigger-VB
wsj_0575,9,e49,NONE,37,B-ASPECTUAL,1,trigger,trigger,triggered,VBN,POS,VB,28,PAST,triggered,219,5,triggered-VB,trigger-VB
wsj_0586,19,e99,NONE,62,B-OCCURRENCE,1,trigger,trigger,triggered,VBN,POS,VB,53,PASTPART,triggered,515,9,triggered-VB,trigger-VB
wsj_0924,2,e8,NONE,78,B-OCCURRENCE,1,trigger,trigger,triggered,VBN,POS,VB,69,PRESENT,triggered,39,13,triggered-VB,trigger-VB
wsj_0924,3,e11,NONE,14,B-OCCURRENCE,1,trigger,trigger,triggered,VBN,POS,VB,5,PAST,triggered,55,2,triggered-VB,trigger-VB
NYT20000224.0173,30,e76,NONE,124,B-ASPECTUAL,1,trigger,trigger,triggering,VBG,NEG,VB,114,PRESPART,triggering,804,20,triggering-VB,trigger-VB
WSJ900813-0157,6,e26,NONE,77,B-ASPECTUAL,1,trigger,trigger,triggers,VBZ,POS,VB,69,PRESENT,triggers,257,13,triggers-VB,trigger-VB
wsj_0184,10,e50,NONE,37,B-OCCURRENCE,1,trim,trim,trim,VB,POS,VB,33,FUTURE,trim,244,8,trim-VB,trim-VB
wsj_0184,15,e67,PERFECTIVE,42,B-OCCURRENCE,1,trim,trim,trimmed,VBN,POS,VB,35,PRESENT,trimmed,354,5,trimmed-VB,trim-VB
wsj_1014,22,e144,NONE,53,B-OCCURRENCE,1,trim,trim,trimmed,VBD,POS,VB,46,PAST,trimmed,723,10,trimmed-VB,trim-VB
APW19980826.0389,7,e44,NONE,8,B-OCCURRENCE,1,trip,trip,trip,NN,POS,NN,4,NONE,trip,198,2,trip-NN,trip-NN
APW199980817.1193,7,e79,NONE,79,B-OCCURRENCE,1,trip,trip,trip,NN,POS,NN,75,NONE,trip,277,14,trip-NN,trip-NN
APW199980817.1193,8,e85,NONE,38,B-OCCURRENCE,1,trip,trip,trip,NN,POS,NN,34,NONE,trip,319,7,trip-NN,trip-NN
APW20000128.0316,5,e83,NONE,92,B-OCCURRENCE,1,trip,trip,trip,NN,NEG,NN,88,NONE,trip,208,16,trip-NN,trip-NN
APW20000403.0057,1,e91,NONE,22,B-OCCURRENCE,1,trip,trip,trip,NN,NEG,NN,18,NONE,trip,52,5,trip-NN,trip-NN
APW20000403.0057,1,e93,NONE,101,B-OCCURRENCE,1,trip,trip,trip,NN,NEG,NN,97,NONE,trip,66,19,trip-NN,trip-NN
APW20000403.0057,21,e120,NONE,79,B-OCCURRENCE,1,trip,trip,trip,NN,NEG,NN,75,NONE,trip,693,17,trip-NN,trip-NN
APW20000403.0057,22,e121,NONE,127,B-OCCURRENCE,1,trip,trip,trip,NN,NEG,NN,123,NONE,trip,715,21,trip-NN,trip-NN
APW20000403.0057,22,e122,NONE,167,B-OCCURRENCE,1,trip,trip,trip,NN,NEG,NN,163,NONE,trip,722,28,trip-NN,trip-NN
APW20000405.0276,7,e57,NONE,173,B-OCCURRENCE,1,trip,trip,trip,NN,NEG,NN,169,NONE,trip,230,32,trip-NN,trip-NN
APW20000405.0276,16,e70,NONE,40,B-OCCURRENCE,1,trip,trip,trip,NN,NEG,NN,36,NONE,trip,499,9,trip-NN,trip-NN
CNN19980213.2130.0155,12,e78,NONE,17,B-OCCURRENCE,1,trip,trip,trip,NN,POS,NN,13,NONE,trip,320,4,trip-NN,trip-NN
NYT20000106.0007,0,e50,NONE,254,B-OCCURRENCE,1,trip,trip,trip,NN,NEG,NN,250,NONE,trip,44,44,trip-NN,trip-NN
NYT20000113.0267,10,e59,NONE,174,B-OCCURRENCE,1,trip,trip,trips,NNS,NEG,NN,169,NONE,trips,323,32,trips-NN,trip-NN
APW20000115.0031,4,e90,NONE,177,B-OCCURRENCE,1,triumph,triumph,triumph,NN,NEG,NN,170,NONE,triumph,173,30,triumph-NN,triumph-NN
wsj_1014,4,e33,NONE,89,B-OCCURRENCE,1,trouble,trouble,trouble,NN,POS,NN,82,NONE,trouble,126,14,trouble-NN,trouble-NN
wsj_0585,12,e305,NONE,111,B-STATE,1,trouble,trouble,troubled,VBN,NEG,VB,103,PAST,troubled,319,19,troubled-VB,trouble-VB
wsj_0805,1,e8,NONE,112,B-OCCURRENCE,1,trouble,trouble,troubles,NNS,POS,NN,104,NONE,troubles,48,20,troubles-NN,trouble-NN
APW19980322.0749,2,e147,NONE,101,B-STATE,1,truce,truce,truce,NN,POS,NN,96,NONE,truce,85,17,truce-NN,truce-NN
WSJ910225-0066,54,e329,NONE,61,B-OCCURRENCE,1,trudge,trudge,trudging,VBG,POS,VB,53,PRESPART,trudging,1550,11,trudging-VB,trudge-VB
NYT20000406.0002,7,e20,NONE,20,B-OCCURRENCE,1,trump,trump,trumping,VBG,NEG,VB,12,PRESPART,trumping,246,4,trumping-VB,trump-VB
wsj_0927,20,e2371,NONE,46,B-STATE,1,trustee,trustee,trustee,NN,POS,NN,39,NONE,trustee,460,9,trustee-NN,trustee-NN
APW19980306.1001,11,e57,NONE,92,B-I_ACTION,1,try,try,try,VB,NEG,VB,89,NONE,try,303,16,try-VB,try-VB
APW20000210.0328,2,e8,NONE,29,B-I_ACTION,1,try,try,try,VB,NEG,VB,26,PRESENT,try,65,8,try-VB,try-VB
APW20000403.0057,8,e30,NONE,84,B-I_ACTION,1,try,try,try,VB,NEG,VB,81,PRESENT,try,265,18,try-VB,try-VB
NYT19981025.0216,17,e59,NONE,47,B-I_ACTION,1,try,try,try,VBP,POS,VB,44,PRESENT,try,419,8,try-VB,try-VB
NYT20000106.0007,16,e43,NONE,155,B-I_ACTION,1,try,try,try,VB,NEG,VB,152,PRESENT,try,454,31,try-VB,try-VB
NYT20000224.0173,37,e99,NONE,174,B-I_ACTION,1,try,try,try,VB,NEG,VB,171,INFINITIVE,try,1001,32,try-VB,try-VB
NYT20000224.0173,39,e102,NONE,91,B-I_ACTION,1,try,try,try,VB,NEG,VB,88,INFINITIVE,try,1037,18,try-VB,try-VB
NYT20000403.0463,7,e24,NONE,13,B-I_ACTION,1,try,try,try,VB,NEG,VB,10,FUTURE,try,239,4,try-VB,try-VB
wsj_0736,7,e33,NONE,41,B-I_ACTION,1,try,try,try,VB,POS,VB,38,INFINITIVE,try,168,7,try-VB,try-VB
APW19980227.0487,4,e24,PERFECTIVE_PROGRESSIVE,87,B-I_ACTION,1,try,try,trying,VBG,POS,VB,81,NONE,trying,115,14,trying-VB,try-VB
APW19980227.0494,10,e46,NONE,50,B-I_ACTION,1,try,try,trying,VBG,POS,VB,44,PRESPART,trying,230,8,trying-VB,try-VB
APW19980308.0201,5,e23,PROGRESSIVE,34,B-I_ACTION,1,try,try,trying,VBG,POS,VB,28,PRESENT,trying,123,6,trying-VB,try-VB
APW19990410.0123,0,e3,NONE,138,B-I_ACTION,1,try,try,trying,VBG,POS,VB,132,PRESPART,trying,25,25,trying-VB,try-VB
APW20000106.0064,7,e22,NONE,118,B-I_ACTION,1,try,try,trying,VBG,NEG,VB,112,PRESPART,trying,175,21,trying-VB,try-VB
APW20000106.0064,9,e25,NONE,22,B-I_ACTION,1,try,try,trying,VBG,NEG,VB,16,PRESPART,trying,212,4,trying-VB,try-VB
APW20000107.0088,17,e45,NONE,44,B-I_ACTION,1,try,try,trying,VBG,NEG,VB,38,PRESPART,trying,401,8,trying-VB,try-VB
APW20000107.0318,11,e19,NONE,139,B-I_ACTION,1,try,try,trying,VBG,NEG,VB,133,PRESPART,trying,228,24,trying-VB,try-VB
APW20000115.0209,17,e45,NONE,44,B-I_ACTION,1,try,try,trying,VBG,NEG,VB,38,PRESPART,trying,401,8,trying-VB,try-VB
APW20000128.0316,18,e51,NONE,49,B-I_ACTION,1,try,try,trying,VBG,NEG,VB,43,PRESPART,trying,601,10,trying-VB,try-VB
CNN19980213.2130.0155,3,e29,PROGRESSIVE,118,B-I_ACTION,1,try,try,trying,VBG,POS,VB,112,PRESENT,trying,97,24,trying-VB,try-VB
CNN19980213.2130.0155,7,e52,PROGRESSIVE,13,B-I_ACTION,1,try,try,trying,VBG,POS,VB,7,PRESENT,trying,186,3,trying-VB,try-VB
ed980111.1130.0089,4,e8,NONE,58,B-I_ACTION,1,try,try,trying,VBG,POS,VB,52,PRESPART,trying,82,9,trying-VB,try-VB
NYT19981026.0446,34,e127,NONE,6,B-I_ACTION,1,try,try,trying,VBG,POS,VB,0,NONE,Trying,929,1,trying-VB,try-VB
NYT19981121.0173,12,e43,PROGRESSIVE,16,B-I_ACTION,1,try,try,trying,VBG,POS,VB,10,PAST,trying,350,3,trying-VB,try-VB
NYT20000106.0007,3,e12,PROGRESSIVE,42,B-I_ACTION,1,try,try,trying,VBG,NEG,VB,36,PAST,trying,125,9,trying-VB,try-VB
NYT20000601.0442,7,e17,NONE,22,B-I_ACTION,1,try,try,trying,VBG,NEG,VB,16,PRESPART,trying,186,4,trying-VB,try-VB
VOA19980303.1600.2745,16,e77,NONE,189,B-I_ACTION,1,try,try,trying,VBG,POS,VB,183,PRESPART,trying,445,39,trying-VB,try-VB
wsj_0736,2,e15,PROGRESSIVE,119,B-I_ACTION,1,try,try,trying,VBG,POS,VB,113,PRESENT,trying,68,19,trying-VB,try-VB
wsj_1006,24,e102,PROGRESSIVE,81,B-I_ACTION,1,try,try,trying,VBG,POS,VB,75,PRESENT,trying,537,14,trying-VB,try-VB
WSJ900813-0157,12,e73,NONE,122,B-I_ACTION,1,try,try,trying,VBG,POS,VB,116,PAST,trying,420,22,trying-VB,try-VB
WSJ900813-0157,16,e3000,O,38,B-I_ACTION,1,try,try,trying,VBG,O,VB,32,O,trying,502,7,trying-VB,try-VB
WSJ900813-0157,45,e303,PROGRESSIVE,42,B-I_ACTION,1,try,try,trying,VBG,POS,VB,36,FUTURE,trying,1393,7,trying-VB,try-VB
wsj_0585,40,e223,NONE,34,B-OCCURRENCE,1,tumble,tumble,tumbled,VBD,POS,VB,27,PAST,tumbled,1003,5,tumbled-VB,tumble-VB
wsj_0816,1,e8,NONE,40,B-OCCURRENCE,1,tumble,tumble,tumbled,VBD,POS,VB,33,PAST,tumbled,32,6,tumbled-VB,tumble-VB
NYT19980206.0460,0,e228,NONE,226,B-OCCURRENCE,1,tumult,tumult,tumult,NN,POS,NN,220,NONE,tumult,37,37,tumult-NN,tumult-NN
wsj_0586,29,e305,NONE,37,B-STATE,1,turbulence,turbulence,turbulence,NN,POS,NN,27,NONE,turbulence,725,5,turbulence-NN,turbulence-NN
AP900815-0044,13,e94,NONE,32,B-OCCURRENCE,1,turn,turn,turn,VB,POS,VB,28,INFINITIVE,turn,375,7,turn-VB,turn-VB
APW20000403.0057,4,e15,NONE,88,B-OCCURRENCE,1,turn,turn,turn,VB,NEG,VB,84,PRESENT,turn,146,16,turn-VB,turn-VB
APW20000403.0057,19,e67,NONE,157,B-OCCURRENCE,1,turn,turn,turn,VB,NEG,VB,153,INFINITIVE,turn,628,27,turn-VB,turn-VB
APW20000403.0057,20,e72,NONE,108,B-OCCURRENCE,1,turn,turn,turn,VB,POS,VB,104,PAST,turn,663,21,turn-VB,turn-VB
NYT19990312.0271,43,e191,NONE,150,B-OCCURRENCE,1,turn,turn,turn,VB,POS,VB,146,INFINITIVE,turn,1351,29,turn-VB,turn-VB
NYT20000329.0359,13,e51,NONE,173,B-OCCURRENCE,1,turn,turn,turn,VB,NEG,VB,169,PAST,turn,461,37,turn-VB,turn-VB
NYT20000403.0463,0,e4,NONE,164,B-OCCURRENCE,1,turn,turn,turn,VB,NEG,VB,160,INFINITIVE,turn,27,27,turn-VB,turn-VB
NYT20000403.0463,23,e64,NONE,86,B-OCCURRENCE,1,turn,turn,turn,VB,NEG,VB,82,INFINITIVE,turn,601,16,turn-VB,turn-VB
NYT20000406.0002,8,e23,NONE,51,B-OCCURRENCE,1,turn,turn,turn,VB,NEG,VB,47,INFINITIVE,turn,274,10,turn-VB,turn-VB
NYT20000406.0002,10,e35,NONE,175,B-OCCURRENCE,1,turn,turn,turn,VB,NEG,VB,171,INFINITIVE,turn,370,30,turn-VB,turn-VB
wsj_0027,0,e60,NONE,143,B-OCCURRENCE,1,turn,turn,turn,VB,POS,VB,139,INFINITIVE,turn,25,25,turn-VB,turn-VB
wsj_0583,24,e132,NONE,151,B-OCCURRENCE,1,turn,turn,turn,VB,POS,VB,147,NONE,turn,700,27,turn-VB,turn-VB
wsj_0610,11,e32,NONE,29,B-OCCURRENCE,1,turn,turn,turn,VB,POS,VB,25,INFINITIVE,turn,230,6,turn-VB,turn-VB
wsj_0745,16,e87,NONE,78,B-OCCURRENCE,1,turn,turn,turn,VB,POS,VB,74,NONE,turn,486,15,turn-VB,turn-VB
XIE19980808.0049,2,e6,NONE,10,B-OCCURRENCE,1,turn,turn,turn,VB,POS,VB,6,PRESENT,turn,75,3,turn-VB,turn-VB
wsj_0568,0,e213,NONE,215,B-OCCURRENCE,1,turnaround,turnaround,turnaround,NN,POS,NN,205,NONE,turnaround,37,37,turnaround-NN,turnaround-NN
wsj_0675,14,e490,NONE,147,B-OCCURRENCE,1,turnaround,turnaround,turnaround,NN,POS,NN,137,NONE,turnaround,279,26,turnaround-NN,turnaround-NN
APW19980219.0476,13,e80,NONE,66,B-OCCURRENCE,1,turn,turn,turned,VBN,POS,VB,60,PAST,turned,416,15,turned-VB,turn-VB
APW19980227.0487,8,e45,NONE,20,B-OCCURRENCE,1,turn,turn,turned,VBD,POS,VB,14,PAST,turned,199,4,turned-VB,turn-VB
APW20000401.0150,7,e19,NONE,84,B-OCCURRENCE,1,turn,turn,turned,VBD,NEG,VB,78,PAST,turned,230,16,turned-VB,turn-VB
APW20000417.0031,30,e80,NONE,93,B-OCCURRENCE,1,turn,turn,turned,VBD,NEG,VB,87,PAST,turned,737,18,turned-VB,turn-VB
NYT19990312.0271,45,e197,NONE,79,B-OCCURRENCE,1,turn,turn,turned,VBN,POS,VB,73,PAST,turned,1400,15,turned-VB,turn-VB
NYT20000113.0267,1,e2,NONE,79,B-OCCURRENCE,1,turn,turn,turned,VBD,NEG,VB,73,PAST,turned,33,12,turned-VB,turn-VB
NYT20000403.0463,29,e87,NONE,103,B-OCCURRENCE,1,turn,turn,turned,VBN,NEG,VB,97,PAST,turned,761,17,turned-VB,turn-VB
wsj_0026,4,e16,NONE,94,B-I_ACTION,1,turn,turn,turned,VBD,POS,VB,88,PAST,turned,111,17,turned-VB,turn-VB
wsj_0585,11,e58,PERFECTIVE,74,B-I_STATE,1,turn,turn,turned,VBN,POS,VB,68,PRESENT,turned,287,14,turned-VB,turn-VB
